id,branche,bran_4,filter,ost,gb,bges,gk3n,bhsp,bhspno,um,umx,lp,lpx,exs,exsx,exno,umpr1,pd,pz,pdpp,pddl,umneu,umunw,mneu,mneup,pzfv,pzlv,pziv,pzua,pzgp,pzao,pzmm,rek,rekp,pn,pa,pok,fuekon,fuesp,fuespx,fueint,fueext,fueexti,fueexta,fueoef,fueoefmno,iafueno,iavfueno,iavfueewr,iavfueso,iasono,ias,iasx,iainvs,iainvsx,iafues,iafuesx,iavfues,iavfuesx,iasos,iasosx,fue_bkosts,fue_bkostsx,fues,fuesx,fueoefms,fueoefmsx,iagesno,iainvno,pdz2022,pdz2023,iae2022,iae2023,iap2022,iap2022x,iap2023,iap2023x,uk1z,uk1r,uk1s,uk1l,uk2k,uk2m,uk2e,uk2i,uk3v,uk3a,uk3l,uk3r,uk4z,uk4s,uk4w,uk4b,ghvar,ghf1,ghf2,ghf3,ghe1,ghe2,ghe3,ghp1,ghp2,ghvarp,maein1,maein2,maein3,maein4,maein5
1387459,Chemical,Research-intensive Industry,yes,yes,Sector,58.43280780315399,<50 employees,15<=x<20,no,30.90356727170944,No truncation,.52286363,No truncation,.99991304,No truncation,no,90<=x<=100,no,no,no,no,x=0,75<=x<=100,no,x=0,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,2,2,3,1,1,2,1,2,1,1,2,3,2,1,2,1,yes,yes,no,no,no,no,no,no,no,,no,no,yes,yes,yes
1387525,Chemical,Research-intensive Industry,yes,no,Sector,256.0724452137947,>=250 employees,50<=x<75,no,61.28191425770521,No truncation,.22118485,No truncation,.81279886,No truncation,no,60<=x<70,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,2,3,1,2,3,4,2,3,2,2,4,2,2,2,1,3,yes,yes,no,no,yes,no,yes,yes,yes,90<=x<=100,yes,no,no,yes,no
1387528,Chemical,Research-intensive Industry,no,no,Sector,190.2695453166962,>=250 employees,20<=x<30,no,36.60306632566452,No truncation,.17501146,No truncation,.0009742956,No truncation,no,90<=x<=100,no,yes,no,no,,,,,no,no,no,no,no,yes,no,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,1,4,2,3,,,,,4,1,3,2,3,1,4,2,yes,yes,yes,no,yes,no,yes,no,yes,30<=x<40,yes,no,no,no,no
1387603,Glass/Ceramics,Other Industry,no,no,,8.22401225566864,<50 employees,15<=x<20,no,22.16371313360071,truncation,2.02125,truncation,.76666665,No truncation,no,90<=x<=100,yes,no,yes,no,10<=x<15,75<=x<=100,yes,10<=x<15,no,no,no,no,no,no,no,,,yes,no,no,ocassionally,.22222222,No truncation,yes,yes,yes,no,no,,,yes,,,yes,,,0,No truncation,,,0,No truncation,0,No truncation,,,0,No truncation,,,,yes,not known yet,not known yet,unknown,unknown,,,,,2,2,3,1,4,3,1,1,3,2,2,4,3,2,2,1,no,,,,,,,,,,no,no,yes,no,no
1387606,Plastics,Other Industry,no,yes,,7.639588505029678,<50 employees,x=0,yes,1.44750097990036,No truncation,.18000001,No truncation,.0016666667,No truncation,no,90<=x<=100,yes,yes,yes,yes,20<=x<30,75<=x<=100,no,x=0,no,no,no,yes,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,,not known yet,,no change,,,,,2,2,1,2,4,2,1,2,3,1,2,3,4,2,2,1,no,,,,,,,,,,no,no,yes,yes,no
1387666,Plastics,Other Industry,yes,no,,10.65438151359558,<50 employees,x=0,yes,1.917788672447204,No truncation,.16363636,No truncation,,,,,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,2,4,1,3,1,4,2,3,4,1,2,3,1,2,4,3,no,,,,,,,,,,no,no,no,no,no
1387669,Plastics,Other Industry,no,no,,24.50205230712891,<50 employees,5<=x<10,no,7.764428131103515,No truncation,.30021054,No truncation,.017005609,No truncation,no,30<=x<40,no,yes,no,no,,,,,no,no,yes,no,no,no,yes,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,no,.00087657786,No truncation,.00087657786,No truncation,0,No truncation,0,No truncation,.00087657786,No truncation,,,0,No truncation,,,nein,no,No,No,,,,,,,1,4,3,2,1,4,2,3,2,1,2,3,1,2,2,2,yes,yes,no,no,no,yes,no,no,yes,10<=x<20,no,no,yes,yes,no
1387684,Plastics,Other Industry,no,yes,,12.73701608181,<50 employees,10<=x<15,no,1.340738534927368,No truncation,.090909094,No truncation,.050000001,No truncation,no,90<=x<=100,no,yes,no,no,,,,,yes,no,yes,no,no,no,no,yes,10<=x<15,yes,no,no,ocassionally,.21052632,No truncation,yes,no,,,no,,,yes,,,yes,,,0,No truncation,,,0,No truncation,0,No truncation,,,0,No truncation,,,,yes,planned,planned,increase,increase,,,,,2,3,1,4,3,4,1,2,4,3,2,1,4,2,1,3,yes,yes,no,no,no,no,yes,no,yes,90<=x<=100,no,no,yes,no,no
1387687,Plastics,Other Industry,no,yes,,20.8725438117981,<50 employees,x=0,yes,2.067872733354569,No truncation,.095655173,No truncation,.056957461,No truncation,no,40<=x<50,no,yes,no,no,,,,,yes,no,no,no,no,no,no,yes,20<=x<30,no,no,no,continuously,.10714286,No truncation,yes,yes,yes,no,yes,no,no,yes,,,no,.067051187,No truncation,.036049027,No truncation,.031002162,No truncation,0,No truncation,.036049027,No truncation,.031002162,No truncation,.031002162,No truncation,.016943043,No truncation,nein,no,planned,not known yet,decrease,unknown,57.728226,No truncation,,,1,2,3,2,3,2,1,2,3,2,1,2,2,2,2,1,yes,yes,no,yes,no,no,yes,no,yes,90<=x<=100,no,no,no,yes,no
1387696,Textiles,Other Industry,no,yes,,15.14815998077393,<50 employees,5<=x<10,no,1.622319068908691,No truncation,.10375,No truncation,.61445785,No truncation,no,80<=x<90,no,no,no,no,,,,,no,no,no,no,no,no,no,,,yes,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,not known yet,,unknown,,,,,2,2,3,3,2,3,2,2,2,2,2,2,3,2,2,2,no,,,,,,,,,,no,no,no,no,no
1387720,Plastics,Other Industry,no,no,Sector,71.76269334554672,50-249 employees,10<=x<15,no,5.485046625137329,No truncation,.075000003,No truncation,.083333336,No truncation,no,80<=x<90,yes,yes,yes,,15<=x<20,75<=x<=100,yes,10<=x<15,yes,,,,yes,,yes,no,x=0,yes,no,no,continuously,.025477707,No truncation,yes,yes,yes,no,no,,no,no,100,0,no,.046666667,No truncation,.0275,No truncation,.016666668,No truncation,.0024999999,No truncation,.0275,No truncation,.0083333338,No truncation,.019166667,No truncation,,,nein,no,planned,not known yet,no change,,,,,,4,1,2,3,2,1,4,3,2,3,4,1,1,3,2,4,yes,yes,yes,yes,yes,no,no,no,yes,90<=x<=100,yes,,,yes,yes
1387768,Plastics,Other Industry,yes,yes,,19.49358886480331,<50 employees,5<=x<10,no,1.982398867607117,No truncation,.09375,No truncation,.060333334,No truncation,no,10<=x<20,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,2,4,3,1,3,4,1,2,4,1,2,3,3,1,2,4,no,,,,,,,,,,no,no,no,no,no
1387783,Plastics,Other Industry,no,no,Sector,60.41434541344643,50-249 employees,10<=x<15,no,12.44901663064957,No truncation,.2,No truncation,,,,,yes,yes,yes,,5<=x<10,75<=x<=100,no,x=0,yes,no,no,yes,yes,yes,no,yes,5<=x<10,yes,yes,yes,continuously,.12121212,No truncation,yes,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,not known yet,,no change,,,,,,1,2,4,2,3,1,2,1,1,2,1,4,4,2,1,1,yes,yes,no,yes,yes,yes,yes,no,yes,0<x<10,yes,no,yes,yes,no
1387825,Plastics,Other Industry,no,no,,70.48805141448975,50-249 employees,10<=x<15,no,18.88806037902832,No truncation,.26037735,No truncation,.11014493,No truncation,no,90<=x<=100,no,yes,no,no,,,,,yes,no,no,no,no,no,no,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,no,.010869565,No truncation,.010869565,No truncation,0,No truncation,0,No truncation,.010869565,No truncation,,,0,No truncation,,,nein,no,No,No,,,,,,,1,3,2,1,4,2,1,1,1,1,1,2,3,1,2,1,yes,no,yes,no,no,yes,no,no,yes,20<=x<30,no,no,no,yes,no
1387828,Plastics,Other Industry,no,yes,,54.53416809439659,50-249 employees,15<=x<20,no,11.23734372854233,No truncation,.2,No truncation,.2,No truncation,no,40<=x<50,yes,yes,yes,yes,,,yes,10<=x<15,no,no,yes,no,yes,yes,yes,yes,,yes,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,,unknown,,,,,,,2,,,,,1,,,,,3,,,,4,no,,,,,,,,,,no,no,no,yes,yes
1387873,Plastics,Other Industry,no,no,,39.22230398654938,50-249 employees,0<x<5,no,12.15531585931778,No truncation,.29631579,No truncation,.0061574895,No truncation,no,20<=x<30,yes,yes,,,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,no,.029603316,No truncation,.029603316,No truncation,0,No truncation,0,No truncation,.029603316,No truncation,,,0,No truncation,,,nein,no,No,No,,,,,,,1,4,3,2,2,3,1,4,4,2,1,3,3,2,4,1,no,,,,,,,,,,no,no,no,no,no
1387882,Machinery,Research-intensive Industry,no,no,,115.1619082689285,50-249 employees,0<x<5,no,17.85455942153931,No truncation,.15384616,No truncation,.60000002,No truncation,no,50<=x<60,yes,yes,yes,yes,10<=x<15,75<=x<=100,no,x=0,yes,no,yes,no,no,yes,no,no,x=0,yes,no,no,continuously,.023255814,No truncation,yes,no,,,no,,no,yes,,,yes,.022500001,No truncation,0,No truncation,.022500001,No truncation,0,No truncation,0,No truncation,.0099999998,No truncation,.022500001,No truncation,,,nein,yes,planned,planned,no change,no change,95.583,No truncation,95.583,No truncation,1,2,1,2,1,3,1,1,1,1,2,2,2,1,2,2,no,,,,,,,,,,no,no,no,yes,yes
1387897,Plastics,Other Industry,no,no,Sector,546.9714951335045,>=250 employees,5<=x<10,no,97.98332214355469,No truncation,.17167382,No truncation,,,,80<=x<90,yes,yes,yes,,15<=x<20,75<=x<=100,no,x=0,yes,no,yes,no,yes,yes,no,yes,10<=x<15,yes,no,no,ocassionally,.0089568943,No truncation,yes,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,not known yet,not known yet,unknown,unknown,,,,,1,4,3,2,4,3,1,2,3,2,1,4,4,3,1,2,no,,,,,,,,,,yes,no,no,yes,no
1387909,Plastics,Other Industry,no,no,Sector,70.11774581931331,50-249 employees,20<=x<30,no,39.772669672966,No truncation,.52941179,No truncation,.11111111,No truncation,no,40<=x<50,no,yes,no,no,,,,,no,no,yes,yes,yes,yes,yes,no,x=0,yes,yes,yes,continuously,.063025206,No truncation,yes,yes,yes,yes,no,,,yes,,,yes,,,0,No truncation,,,0,No truncation,0,No truncation,,,0,No truncation,,,,yes,not known yet,not known yet,unknown,unknown,,,,,2,2,3,1,2,3,2,2,1,1,2,2,1,2,1,2,yes,yes,no,no,yes,no,no,no,yes,20<=x<30,no,no,no,no,no
1388071,Glass/Ceramics,Other Industry,no,no,,1.807721704244614,<50 employees,20<=x<30,no,.2820045858621598,No truncation,.097499996,No truncation,0,No truncation,yes,70<=x<80,no,yes,no,no,,,,,no,yes,yes,yes,no,yes,no,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,1,3,1,2,3,4,3,2,1,2,3,1,3,1,no,,,,,,,,,,no,no,no,no,no
1388110,Glass/Ceramics,Other Industry,yes,no,Sector,10.7580104470253,<50 employees,5<=x<10,no,.7381650245189667,No truncation,.058173914,No truncation,.20627803,No truncation,no,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,1,4,2,3,4,3,1,2,3,2,1,4,4,1,3,2,no,,,,,,,,,,no,no,no,no,no
1388209,Glass/Ceramics,Other Industry,yes,no,,22.69697099924088,<50 employees,x=0,yes,2.399394077062607,No truncation,.10277778,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,3,1,1,4,2,1,3,4,2,1,3,3,1,3,1,no,,,,,,,,,,no,no,no,yes,no
1388221,Glass/Ceramics,Other Industry,yes,yes,Sector,57.3570191860199,50-249 employees,x=0,yes,7.503445249915123,No truncation,.1234151,No truncation,,,,80<=x<90,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,planned,,unknown,,,,,,,,1,,1,,,,1,,,,,,1,,no,,,,,,,,,,no,no,no,no,no
1388230,Glass/Ceramics,Other Industry,no,yes,Sector,61.07269048690796,50-249 employees,0<x<5,no,3.867937064170837,No truncation,.062295083,No truncation,.23684211,No truncation,no,,no,yes,no,no,,,,,no,no,yes,no,no,yes,no,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,planned,,increase,increase,,,,,2,2,3,2,2,4,2,4,3,1,2,3,2,2,3,3,yes,no,yes,no,no,yes,no,no,yes,80<=x<90,no,no,no,no,no
1388245,Glass/Ceramics,Other Industry,no,yes,,47.01996803283691,<50 employees,0<x<5,no,5.976014032363891,No truncation,.12413953,No truncation,0,No truncation,yes,20<=x<30,no,no,no,no,,,,,no,no,no,no,no,no,no,,,yes,no,yes,ocassionally,,,yes,yes,yes,no,yes,no,no,no,100,0,yes,.0059947544,No truncation,0,No truncation,.0018733608,No truncation,.0041213939,No truncation,0,No truncation,.00093668042,No truncation,.0059947544,No truncation,.0093668038,No truncation,nein,yes,No,No,,,,,,,1,4,2,3,2,3,1,4,4,1,2,3,3,1,4,2,no,,,,,,,,,,no,no,no,yes,no
1388386,Glass/Ceramics,Other Industry,yes,no,,131.2873878479004,50-249 employees,10<=x<15,no,13.81972503662109,No truncation,.10344828,No truncation,0,No truncation,yes,60<=x<70,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,1,3,4,2,3,2,1,4,3,1,2,4,4,1,3,2,yes,yes,yes,no,no,yes,no,no,yes,90<=x<=100,yes,no,no,no,no
1388518,Metals,Other Industry,no,no,Sector,9.667357206344604,<50 employees,15<=x<20,no,11.27858340740204,No truncation,1.1666666,No truncation,.33333334,No truncation,no,90<=x<=100,yes,yes,yes,,0<x<5,75<=x<=100,no,x=0,yes,no,yes,no,no,yes,yes,,,yes,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,3,2,4,3,1,2,3,1,2,4,4,1,2,3,yes,no,yes,no,yes,yes,yes,no,yes,30<=x<40,no,no,yes,yes,no
1388572,Metals,Other Industry,yes,no,,4.109331395593813,<50 employees,x=0,yes,.5463542819023132,No truncation,.1125,No truncation,0,No truncation,yes,80<=x<90,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,,,,,,,,,2,4,2,3,1,2,2,3,3,2,2,3,3,2,3,2,no,,,,,,,,,,no,no,no,no,no
1388593,Metals,Other Industry,yes,no,,6.497562527656555,<50 employees,20<=x<30,no,1.234536880254745,No truncation,.15833333,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,No,unknown,,,,,,3,1,2,2,3,3,3,3,2,4,3,1,1,3,2,4,no,,,,,,,,,,no,yes,no,yes,no
1388620,14,Other Services,no,no,,6.527101516723633,<50 employees,5<=x<10,no,6.5213903028965,No truncation,.79930001,No truncation,.32040536,No truncation,no,70<=x<80,no,yes,no,no,,,,,no,no,no,no,no,yes,no,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,not known yet,,unknown,,,,,2,3,1,4,1,2,3,4,4,1,2,3,3,1,4,2,no,,,,,,,,,,no,no,no,no,no
1388632,Metals,Other Industry,no,no,,6.990251541137695,<50 employees,10<=x<15,no,.8737814426422119,No truncation,.1,No truncation,0,No truncation,yes,90<=x<=100,yes,yes,no,yes,20<=x<30,75<=x<=100,no,x=0,yes,yes,yes,yes,yes,yes,yes,yes,5<=x<10,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,no change,no change,,,,,4,4,3,2,2,2,3,2,3,3,3,1,2,4,3,4,no,,,,,,,,,,no,no,no,no,no
1388653,Metals,Other Industry,no,no,,1.143309473991394,<50 employees,x=0,yes,.1905515789985657,No truncation,.125,No truncation,0,No truncation,yes,90<=x<=100,no,yes,no,no,,,,,no,no,no,no,yes,no,no,no,x=0,no,no,no,never,,,no,no,,,yes,no,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,.012,No truncation,ja,yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,,,,,,
1388686,Metals,Other Industry,no,no,Sector,3.613412976264954,<50 employees,15<=x<20,no,.0392313408851623,No truncation,.0076000001,No truncation,0,No truncation,yes,,yes,yes,yes,yes,0<x<5,75<=x<=100,no,x=0,yes,no,yes,yes,no,yes,no,yes,5<=x<10,yes,no,no,ocassionally,,,yes,yes,,,no,,no,no,100,0,,.18421052,No truncation,,,.13157895,No truncation,.052631579,No truncation,,,.078947365,No truncation,.18421052,No truncation,,,nein,,planned,planned,no change,,39.702145,No truncation,179.40428,No truncation,1,4,3,2,4,3,1,2,3,2,1,4,4,1,3,2,no,,,,,,,,,,no,no,yes,yes,no
1388773,Metals,Other Industry,no,yes,,10.6340811252594,<50 employees,10<=x<15,no,.425363245010376,No truncation,.035999998,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,yes,no,ocassionally,.11111111,No truncation,yes,no,,,no,,no,yes,,,yes,.0027777778,No truncation,0,No truncation,.0027777778,No truncation,0,No truncation,0,No truncation,.0027777778,No truncation,.0027777778,No truncation,,,nein,yes,planned,not known yet,unknown,unknown,,,,,2,3,2,2,4,4,1,4,3,2,2,2,3,2,2,3,no,,,,,,,,,,no,yes,no,no,no
1388788,Metals,Other Industry,no,no,,2.180754661560059,<50 employees,50<=x<75,no,.4434201145172119,No truncation,.1525,No truncation,0,No truncation,yes,90<=x<=100,yes,yes,yes,,75<=x<=100,x=0,no,x=0,yes,no,yes,no,no,no,no,no,x=0,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,3,4,1,2,1,3,2,4,2,1,3,4,4,1,3,2,no,,,,,,,,,,no,no,no,no,no
1388812,Metals,Other Industry,yes,yes,,10.07102906703949,<50 employees,20<=x<30,no,.8632310628890991,No truncation,.078947365,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,2,3,2,4,1,3,4,2,1,3,4,1,3,2,yes,yes,yes,yes,no,no,yes,no,yes,90<=x<=100,no,no,no,yes,no
1388818,Metals,Other Industry,yes,yes,,8.840656399726868,<50 employees,10<=x<15,no,.7268984150886536,No truncation,.082222223,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,2,4,2,2,4,1,4,2,1,3,4,2,2,1,3,no,,,,,,,,,,no,no,no,yes,no
1388827,Metals,Other Industry,no,no,,43.42649579048157,<50 employees,x=0,yes,2.395944595336914,No truncation,.053333335,No truncation,.1875,No truncation,no,30<=x<40,no,yes,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,ocassionally,,,yes,no,,,yes,no,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,.09375,No truncation,ja,yes,No,No,,,,,,,1,3,2,2,4,2,2,4,1,1,1,4,2,1,1,1,no,,,,,,,,,,no,no,no,no,no
1388851,Metals,Other Industry,no,yes,,22.77302557229996,<50 employees,10<=x<15,no,3.747012446403503,No truncation,.15748571,No truncation,.11865022,No truncation,no,60<=x<70,no,no,no,no,,,,,no,no,no,no,no,no,no,,,yes,no,no,continuously,.029850746,No truncation,yes,yes,yes,no,yes,no,no,no,100,0,yes,.026850509,No truncation,0,No truncation,.013425254,No truncation,.013425254,No truncation,0,No truncation,0,No truncation,.026850509,No truncation,.012699565,No truncation,nein,yes,not known yet,not known yet,unknown,unknown,,,,,1,4,1,1,1,3,2,2,2,1,1,1,2,1,1,1,yes,yes,no,no,no,no,yes,no,yes,90<=x<=100,no,no,no,no,no
1388866,Metals,Other Industry,yes,no,Sector,85.36405324935913,50-249 employees,5<=x<10,no,14.63383769989014,No truncation,.17142858,No truncation,.083333336,No truncation,no,70<=x<80,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,1,,,,1,,,,,1,,,1,,,,no,,,,,,,,,,no,no,no,no,no
1388905,Metals,Other Industry,yes,no,Sector,273.2575595378876,50-249 employees,0<x<5,no,56.41368992567062,No truncation,.2054466,No truncation,.13855678,No truncation,no,70<=x<80,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,planned,,unknown,,,,,2,4,2,2,2,3,2,3,3,1,2,2,3,2,3,2,yes,no,yes,no,no,no,yes,yes,no,0<x<10,yes,no,no,yes,no
1388932,Metals,Other Industry,no,no,,164.0859818458557,50-249 employees,5<=x<10,no,44.61575982570648,No truncation,.26313365,No truncation,.3502627,No truncation,no,60<=x<70,yes,yes,no,yes,,,yes,,yes,no,yes,yes,no,no,no,yes,5<=x<10,yes,no,no,ocassionally,.028571429,No truncation,yes,no,,,no,,,yes,,,,,,,,,,0,No truncation,,,,,0,No truncation,,,,,not known yet,not known yet,unknown,unknown,,,,,1,4,2,3,2,3,1,4,2,1,3,4,4,1,2,3,yes,yes,no,yes,yes,yes,yes,yes,yes,,no,no,no,no,no
1389148,Wood/Paper,Other Industry,no,no,,8.48455810546875,<50 employees,5<=x<10,no,1.60835404586792,No truncation,.16850001,No truncation,.083415762,No truncation,no,80<=x<90,no,yes,no,no,,,,,yes,no,no,no,no,no,no,yes,20<=x<30,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,not known yet,not known yet,unknown,unknown,,,,,1,3,1,2,2,2,1,2,2,1,1,1,3,1,2,1,no,,,,,,,,,,no,no,no,no,no
1389169,Machinery,Research-intensive Industry,no,no,,16.45182418823242,<50 employees,x=0,yes,2.41938591003418,No truncation,.1388889,No truncation,.1,No truncation,no,90<=x<=100,yes,yes,yes,,30<=x<50,50<=x<75,no,x=0,no,no,yes,no,no,no,no,no,x=0,no,no,no,continuously,.17647059,No truncation,yes,yes,,,no,,no,no,100,0,yes,.044,No truncation,0,No truncation,.02,No truncation,.0040000002,No truncation,0,No truncation,.02,No truncation,.024,No truncation,,,nein,yes,No,No,,,,,,,1,3,4,1,1,3,2,1,1,1,1,1,3,2,3,1,no,,,,,,,,,,no,no,yes,yes,no
1389208,Metals,Other Industry,yes,yes,Sector,39.61278367042542,<50 employees,10<=x<15,no,6.196037294864654,No truncation,.14803572,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,3,2,1,1,2,1,2,2,1,1,2,2,1,2,1,no,,,,,,,,,,no,no,no,no,no
1389220,Metals,Other Industry,yes,yes,,7.680870026350021,<50 employees,x=0,yes,.591142515361309,No truncation,.074214287,No truncation,0,No truncation,yes,30<=x<40,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,4,3,2,2,1,4,3,2,3,4,1,1,2,3,4,no,,,,,,,,,,no,no,no,yes,no
1389226,Metals,Other Industry,yes,yes,,6.795722961425781,<50 employees,x=0,yes,.3883270263671875,No truncation,.050000001,No truncation,0,No truncation,yes,90<=x<=100,no,no,no,no,,,,,no,no,no,no,no,no,no,,,no,no,no,never,,,no,no,,,no,,yes,yes,,,yes,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,0,No truncation,,,ja,yes,No,No,,,,,,,1,2,2,2,4,4,4,4,2,2,2,2,3,1,3,1,no,,,,,,,,,,no,no,no,no,no
